order_id,client_id,product_list,total_price,order_date
731,22,"Jeans, Jacket",168.77,08/28/2022 01:28:36
732,13,"Watch, Jacket",715.1,03/15/2023 06:01:51
733,12,"Jacket, Watch, Sneakers, T-shirt, Jeans",1059.97,01/08/2023 07:41:25
734,7,"Jeans, Sneakers, Watch",819.88,06/25/2022 12:42:33
735,10,T-shirt,113.61,06/18/2022 22:00:08
736,14,"Jacket, T-shirt, Sneakers, Watch, Jeans",1409.11,10/09/2022 15:19:36
737,5,"Sneakers, Jacket, T-shirt",876.01,03/08/2023 14:10:59
738,13,"Jeans, Jacket, Watch",803.79,01/07/2022 13:41:05
739,2,T-shirt,233.9,03/14/2022 16:09:52
740,4,"Sneakers, Watch",858.33,03/26/2022 00:02:45
741,13,"Jacket, T-shirt, Sneakers",825.1,09/18/2022 09:51:50
742,19,"T-shirt, Jeans, Sneakers, Jacket",1413.36,07/11/2022 02:56:12
743,9,"Sneakers, Watch",218.82,01/09/2022 17:23:08
744,15,"Jacket, T-shirt",378.37,06/27/2022 02:02:45
745,13,"Jacket, Sneakers, Watch, T-shirt",1244.24,07/17/2022 20:48:28
746,16,"Jacket, Jeans, T-shirt",839.11,04/25/2022 21:28:46
747,0,"Watch, T-shirt, Sneakers, Jacket",539.58,05/31/2022 13:47:24
748,6,"T-shirt, Jeans, Watch, Jacket",932.05,03/15/2023 22:28:57
749,13,"Sneakers, Watch, Jacket",814.38,01/10/2022 19:23:15
750,9,"Jacket, Sneakers, Jeans, Watch",983.29,01/09/2023 09:46:47
751,10,"T-shirt, Sneakers, Jacket, Watch, Jeans",1062.78,01/08/2023 22:02:04
752,14,"Jeans, Jacket",478.87,01/28/2022 09:11:56
753,10,"Jacket, Jeans, Sneakers",516.5,06/08/2022 06:23:17
754,15,"Sneakers, T-shirt",267.98,06/09/2022 21:02:53
755,15,"Watch, Sneakers, Jacket",887.18,02/17/2022 22:35:56
756,0,"Jeans, T-shirt",772.13,03/09/2023 00:42:29
757,18,"Watch, Jeans, Jacket, Sneakers, T-shirt",1099.61,05/03/2022 18:58:17
758,20,"Watch, Jeans, Sneakers",1186.87,11/02/2022 03:41:41
759,7,Jeans,261.15,01/13/2022 16:53:45
760,12,"Jacket, Watch, Sneakers, Jeans, T-shirt",1014.41,01/28/2022 10:27:59
761,4,"Sneakers, Jeans, Watch",1220.56,10/18/2022 22:01:08
762,0,"Jacket, Jeans, Watch, Sneakers, T-shirt",1667.16,05/09/2022 23:47:43
763,15,"Jacket, Jeans, Sneakers",569.9,12/02/2022 14:06:39
764,15,"Watch, Jacket, Sneakers, T-shirt, Jeans",1003.52,07/27/2022 15:38:02
765,18,"Jeans, Jacket",667.38,06/18/2022 13:36:14
766,0,"Jacket, T-shirt, Jeans, Sneakers",944.09,04/17/2022 11:14:14
767,1,"T-shirt, Jeans, Watch, Sneakers",1276.01,02/20/2022 19:18:48
768,4,Jacket,106.96,01/03/2023 18:03:08
769,20,"Jacket, T-shirt",609.52,10/27/2022 15:38:27
770,7,"Watch, Jeans, Jacket, Sneakers",1524.15,07/02/2022 08:16:41
771,5,"T-shirt, Jacket, Watch",763.32,02/03/2023 19:56:23
772,,"Jacket, T-shirt, Jeans, Watch, Sneakers",1655.73,10/19/2022 04:44:04
773,6,Jacket,167.19,01/2022/01 01:00:00
774,12,"T-shirt, Sneakers",476.49,01/02/2022 17:01:21
775,0,"Watch, Jeans, Sneakers, Jacket",681.42,12/10/2022 01:18:45
776,1,"Jeans, Watch, Jacket, T-shirt",853.12,02/10/2023 20:27:46
777,21,"Sneakers, Jeans, T-shirt, Watch, Jacket",545.93,04/06/2022 09:17:51
778,18,"Jacket, Sneakers, T-shirt, Watch, Jeans",1263.63,06/26/2022 02:27:04
779,3,"Jacket, Watch, Jeans, T-shirt, Sneakers",1289.56,02/08/2022 12:02:42
780,10,"Sneakers, Jacket, Watch, Jeans, T-shirt",870.22,05/23/2022 01:43:35
781,9,"Watch, T-shirt",549.53,05/18/2022 07:48:12
782,11,"T-shirt, Sneakers",167.86,02/24/2022 03:26:55
783,0,Watch,279.34,11/12/2022 12:33:47
784,4,T-shirt,303.55,07/14/2022 02:15:09
785,6,Jacket,191.84,02/05/2022 22:39:24
786,11,"Jeans, Watch",361.63,09/03/2022 10:15:50
787,,"Watch, Jeans, Sneakers",849.8,01/17/2022 02:16:36
788,11,"Jeans, Jacket",608.43,01/26/2022 04:01:49
789,21,"T-shirt, Jeans, Jacket, Watch",1245.99,03/22/2022 21:18:13
790,4,"Jacket, Sneakers, Jeans, T-shirt",1263.59,02/11/2023 04:33:01
791,7,Jeans,480.22,03/29/2022 04:27:58
792,0,"Jeans, Watch, T-shirt, Sneakers",1201.11,12/07/2022 11:18:15
793,7,"Jacket, Sneakers",275.51,12/29/2022 13:55:03
794,20,Jeans,184.62,02/15/2023 08:47:05
795,14,Watch,221.89,06/29/2022 21:37:11
796,9,"Jeans, Jacket, T-shirt",626.09,02/11/2022 15:54:35
797,9,"Sneakers, T-shirt",95.32,05/05/2022 14:08:37
798,5,Jeans,453.58,09/30/2022 00:46:20
799,,"Jeans, Sneakers, Jacket, Watch",1073.49,03/14/2022 22:37:39
800,2,"Sneakers, Jacket, T-shirt, Jeans, Watch",1200.47,07/03/2022 19:42:49
958,20,"Jacket, Watch",721.69,07/13/2022 08:06:30
802,13,"Sneakers, T-shirt, Jeans, Watch, Jacket",1549.08,05/16/2022 10:02:37
803,13,"Watch, Jeans, Jacket, Sneakers, T-shirt",1206.74,05/24/2022 04:01:44
804,4,Jeans,289.89,04/21/2022 01:21:03
805,22,"Sneakers, T-shirt, Jeans, Jacket",1153.07,02/26/2023 10:26:42
806,8,"Watch, Sneakers",587.5,01/2022/01 01:00:00
807,16,"Jeans, Watch, T-shirt, Sneakers, Jacket",1652.72,06/07/2022 20:59:20
808,16,Jacket,206.15,10/01/2022 15:54:23
809,3,Sneakers,140.06,02/10/2022 20:05:39
810,3,"Jeans, Jacket, T-shirt",732.53,10/25/2022 20:35:35
811,22,"Jacket, Jeans, Watch, T-shirt, Sneakers",1505.97,09/27/2022 20:13:46
812,5,"Jacket, Sneakers, Jeans, Watch, T-shirt",1376.39,12/17/2022 17:21:02
813,18,"T-shirt, Jacket, Sneakers, Jeans",1018.3,05/14/2022 20:54:29
814,19,"Watch, Sneakers, Jeans, Jacket, T-shirt",1219.46,02/02/2022 15:57:25
815,7,"Watch, Jacket, Sneakers, T-shirt",10000,04/13/2022 15:58:40
816,10,"Watch, T-shirt, Sneakers",708.84,01/03/2022 20:07:20
817,1,Watch,413.54,01/22/2022 19:17:38
818,11,"T-shirt, Jacket, Jeans, Sneakers",1114.92,04/10/2022 10:44:53
819,4,"Jacket, T-shirt, Jeans, Watch, Sneakers",1272.13,01/2022/01 01:00:00
820,13,"Jeans, Sneakers, Jacket, Watch, T-shirt",1143.03,06/17/2022 07:36:43
821,11,"T-shirt, Jeans",545.51,09/01/2022 04:11:28
822,10,"T-shirt, Jacket, Jeans",1018.9,01/13/2023 22:15:27
823,11,"T-shirt, Sneakers, Watch, Jacket, Jeans",1263.74,12/07/2022 00:28:12
824,20,"T-shirt, Jeans, Watch, Sneakers",1167.33,01/22/2023 21:27:59
825,20,"Sneakers, Jeans, Jacket, T-shirt",704.41,09/07/2022 08:24:07
826,3,"Sneakers, T-shirt, Jacket, Watch",904.75,12/24/2022 15:57:06
827,17,Watch,422.51,12/29/2022 04:32:13
828,3,"Jacket, Sneakers, T-shirt",755.18,04/30/2022 17:21:49
829,8,"Sneakers, Watch, Jacket",694.68,07/18/2022 01:25:50
830,4,"Watch, Sneakers, Jacket",1003.67,07/05/2022 09:14:58
831,16,"Sneakers, Jeans",500.25,06/28/2022 08:53:45
832,19,"T-shirt, Jacket, Watch",1119.56,02/01/2023 10:06:12
833,0,T-shirt,320.93,02/07/2022 11:15:26
834,1,,225.59,08/12/2022 23:01:19
835,13,Jacket,346.97,03/11/2023 23:14:17
836,4,"Jacket, Jeans",468.4,11/24/2022 22:39:13
837,9,Sneakers,156.08,01/02/2023 08:28:34
838,2,"Jacket, Sneakers, T-shirt, Watch",643.14,01/30/2022 03:19:11
839,13,"Sneakers, Watch, Jeans",978.61,01/15/2022 12:26:52
840,8,"Jeans, Watch",559.52,09/09/2022 09:26:02
841,11,"T-shirt, Watch",529.16,12/11/2022 02:57:53
842,12,"Jacket, Watch, T-shirt",1186.51,01/26/2022 18:25:17
843,5,T-shirt,481.28,09/01/2022 23:17:39
844,9,"Sneakers, Jacket",381.87,04/18/2022 13:02:55
845,13,"Watch, Sneakers, T-shirt",898.23,12/21/2022 20:46:38
846,20,"T-shirt, Watch, Jacket",700.73,09/08/2022 12:16:40
847,21,"Jeans, Watch, Jacket",1141.33,01/15/2023 13:25:41
848,16,"Jeans, Jacket, Sneakers, Watch",1157.03,03/06/2022 14:36:47
849,4,"Sneakers, Jacket, T-shirt, Watch",954.65,11/29/2022 18:06:25
850,3,"Jeans, T-shirt",477.96,07/29/2022 05:43:43
851,14,Jacket,433.79,03/09/2023 03:45:12
852,15,"Jacket, Sneakers, T-shirt",802.34,09/19/2022 10:05:46
853,4,"Jacket, Jeans, Watch",927.48,09/27/2022 17:36:42
854,9,"Sneakers, Jacket, T-shirt, Watch",1604.28,02/17/2022 17:48:40
855,16,"Watch, Sneakers, T-shirt, Jacket, Jeans",1357.42,05/19/2022 11:41:41
856,21,"Watch, Jacket, Jeans, T-shirt",1036.05,01/19/2022 02:32:28
857,7,"T-shirt, Watch",794.78,09/09/2022 22:50:30
858,14,"Jacket, Sneakers, Jeans, Watch, T-shirt",1571.57,10/18/2022 13:08:10
859,9,"Jeans, Watch, T-shirt, Jacket",1240.03,10/12/2022 14:11:27
860,11,"Jeans, Jacket, T-shirt, Sneakers",1231.64,01/21/2022 15:21:32
861,14,"Jacket, Sneakers, Jeans, Watch, T-shirt",1196.11,11/08/2022 03:14:54
862,21,"Sneakers, T-shirt, Watch, Jeans",891.98,03/02/2022 16:23:53
863,,Sneakers,286.97,03/10/2023 11:46:03
864,8,"Watch, Jacket, T-shirt, Jeans, Sneakers",1618.7,11/10/2022 10:06:10
865,13,Jacket,360.75,10/31/2022 04:40:25
866,6,"Jeans, Sneakers, T-shirt, Jacket, Watch",1552.27,03/21/2022 20:18:05
867,17,"Sneakers, T-shirt, Jeans, Watch, Jacket",720.0,07/02/2022 00:21:43
868,13,"Watch, Sneakers",721.78,09/01/2022 11:06:56
869,4,"Jeans, Sneakers, Jacket, T-shirt",1074.14,07/29/2022 07:12:07
870,19,"Jeans, Sneakers, T-shirt",879.5,02/02/2022 18:20:56
871,13,"Jacket, Watch, Jeans, T-shirt, Sneakers",1400.77,09/07/2022 20:39:04
